ma_bds,address,total_price,price_per_m2,loại hình,chiều ngang,chiều dài,hướng cửa chính,số phòng ngủ,số phòng tắm,số tầng,diện tích đất công nhận,diện tích sử dụng,đường trước nhà,property_type,area_calculated,latitude,longitude,center_distance_km,địa chỉ chi tiết,diện tích tim tường,nội thất,tên dự án / tòa nhà,tình trạng sử dụng
YCYB5D,"Thửa 709 - tờ 54 Đông Thạnh 1, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3800000.0,19.49,Đất,10.06m,18.96m,Đông Bắc,,,,,,,land,194971.78040020526,10.895268869868232,106.58008243297353,18.23024592401543,,,,,
7H7H7A,"Thửa 536 - tờ 124 đường số 9, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",5500000.0,75.13,Đất,3.17m,10.86m,Tây,,,,,,,land,73206.4421669107,10.76509582234139,106.5929315902909,11.717024651199477,,,,,
Q7GFWU,"Thửa 1102 - tờ 55 đường Bùi Công Trừng, P.Thạnh Xuân, Q.12, TP.HCM",2150000.0,40.41,Đất,8.3m,6.42m,Đông Nam,,,,,,,land,53204.65231378372,10.771927930460036,106.70856387024924,1.3575830441149013,,,,,
5DGVB7,"Thửa 1202 - tờ 59 ( số cũ 15) Thạnh Xuân 52, P.Thạnh Xuân, Q.12, TP.HCM",2800000.0,10.07,Đất,15.6m,18m,Tây Nam,,,,,,,land,278053.62462760677,10.786828407873463,106.71184553358104,1.6037638206707843,,,,,
UAFP7S,"Thửa 657 - tờ 2 đường Thạnh Lộc 54, P.Thạnh Lộc, Q.12, TP.HCM",3900000.0,45.23,Đất,5m,16.91m,Đông Bắc,,,,,,,land,86225.9562237453,10.789294719218391,106.70939598588429,1.54668628749614,,,,,
SYWP85,"Thửa 13 - tờ 15 Trần Thị Khoe, Xã Tân Thạnh Tây, H.Củ Chi, TP.HCM",12500000.0,11.38,Đất,38.36m,29.57m,Đông Nam,,,,,,,land,1098418.2776801405,11.013893893988616,106.49228370906411,34.37230896144729,,,,,
ERGGV4,"Thửa 910 - tờ 1 đường Hà Huy Giáp, P.Thạnh Lộc, Q.12, TP.HCM",2800000.0,33.61,Đất,5m,16.69m,Đông Bắc,,,,,,,land,83308.53912526034,10.783539696587974,106.69447374970069,0.6485205900432113,,,,,
6Q6098,"thửa 99 - tờ 177 đường số 6, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",6350000.0,99.21,Đất,4m,16.01m,Bắc,,,,,,,land,64005.64459227901,10.759253179169049,106.60854509947664,10.153509574461891,,,,,
8UFTV3,"đường Sông Lu, Trung An, H.Củ Chi, TP.HCM",4300000.0,0.01,Đất,6.11m,40.71m,Tây Bắc,,,,,,,land,430000000.0,11.019556661367519,106.50526823076157,33.94298401143178,,,,,
13EST6,"Hoàng Hữu Nam, P.Tân Phú, TP.Thủ Đức, TP.HCM",22000000.0,117.52,Đất,6m,38.15m,Đông,,,,,,,land,187202.17835262083,10.781794739421736,106.62583928409505,8.007554193693863,,,,,
13KZW6,"tỉnh lộ 7, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",5900000.0,0.01,Đất,6m,50.45m,Đông,,,,,,,land,590000000.0,11.016469238141811,106.4893861084318,34.79520786809131,,,,,
6QHPC8,"1560/7/26/24 Tỉnh Lộ 10, P.Tân Tạo, Q.Bình Tân, TP.HCM",3900000.0,47.97,Đất,4m,20.35m,Đông,,,,,,,land,81300.81300813008,10.76998989437628,106.61106071922613,9.681765451057293,,,,,
1V9T6T,"Thửa 83 - tờ 38 Trần Thị Bốc, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",2200000.0,37.28,Đất,4m,14.75m,,,,,,,,land,59012.875536480686,10.87156518490211,106.58515789549502,16.065923867469753,,,,,
865Z3A,"Thửa 448 - Tờ 5 Lý Nam Đế, TT.Hóc Môn, H.Hóc Môn, TP.HCM",3350000.0,32.46,Đất,4.96m,21.56m,,,,,,,,land,103203.94331484904,10.891909982396696,106.59839153878332,16.580674127068278,,,,,
1NHR6T,"Thửa 1621 - Tờ 35, 10B đường số 24, P.Linh Đông, TP.Thủ Đức, TP.HCM",22000000.0,93.12,Đất,7m,33.75m,Nam,,,,,,,land,236254.29553264604,10.842235597157435,106.76234413606302,9.780641144990703,,,,,
9V740P,"Một phần nhà 1155/51/8 ( Thửa 666 - tờ 19 ) Tỉnh Lộ 43, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",3200000.0,59.47,Đất,4m,13.5m,Tây Nam,,,,,,,land,53808.64301328401,10.863604453585745,106.76417273523894,11.692289207172522,,,,,
SBR3F5,"Thửa 683 - tờ 96 Lê Quang Đạo (QL22), Xã Tân Xuân, H.Hóc Môn, TP.HCM",3600000.0,42.8,Đất,5m,18.55m,Đông Nam,,,,,,,land,84112.14953271029,10.875560091256606,106.59851120832752,15.265898400101692,,,,,
UCETWS,"1072/2A ( Thửa 577 - tờ 40 ) Kha Vạn Cân, P.Linh Chiểu, TP.Thủ Đức, TP.HCM",8750000.0,109.23,Đất,4.03m,20.32m,Tây Bắc,,,,,,,land,80106.19793097134,10.83932069350777,106.74240743102595,8.116165999156523,,,,,
9VVTAP,"Thửa 701 - tờ 18 đường Song Hành QL22, TT.Hóc Môn, H.Hóc Môn, TP.HCM",3500000.0,40.32,Đất,4.2m,20.56m,,,,,,,,land,86805.55555555556,10.87528987315708,106.58622913275507,16.240185915524215,,,,,
AFERGY,"80 Số 3, P.Linh Xuân, TP.Thủ Đức, TP.HCM",7770000.0,47.55,Đất,,,Đông Nam,,,,,,,land,163406.9400630915,10.843975388140855,106.76404877907201,10.0485158825399,,,,,
WTPS9R,"Thửa 1048 - tờ 41 hẻm 94 đường Vườn Lài, P.An Phú Đông, Q.12, TP.HCM",4350000.0,78.51,Đất,4m,13.85m,Tây Nam,,,,,,,land,55406.95452808559,10.782516670774518,106.6958319384618,0.46204057636448326,,,,,
74H31A,"167/6E Ấp Thới Tây 2, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",3880000.0,26.71,Đất,,,Bắc,,,,,,,land,145263.94608760762,10.87245701292146,106.60501377966392,14.51785796194563,,,,,
8YMT03,"MPN 42/2A đường số 11, P.Hiệp Bình Phước, TP.Thủ Đức, TP.HCM",5250000.0,97.22,Đất,4.63m,11.63m,Tây Nam,,,,,,,land,54001.234313927176,10.843747815648369,106.75185912285792,9.134340219792213,,,,,
G1A572,"332A Liên Khu 4-5, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",16900000.0,58.82,Đất,,,Tây,,,,,,,land,287317.23903434206,10.766692089629402,106.60648642192868,10.22438367162421,,,,,
A42PFY,"19/18 Quốc lộ 13, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",8400000.0,64.46,Đất,,,Tây Bắc,,,,,,,land,130313.37263419176,10.83627985642788,106.74443135302253,7.981497862732541,,,,,
RTQ82J,"30/10 Số 11, P.Cát Lái, TP.Thủ Đức, TP.HCM",7200000.0,75.0,Đất,,,Tây Nam,,,,,,,land,96000.0,10.841154821016561,106.74953956646365,8.751769801376948,,,,,
YF046D,"Thửa 611 - Tờ 118 đường nhánh Kênh Đông, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",3800000.0,3.79,Đất,16m,60m,Tây,,,,,,,land,1002638.5224274406,11.008689283708838,106.51038537379945,32.656320367554784,,,,,
G1QVU2,"Nguyễn Duy Trinh, P.Long Phước, TP.Thủ Đức, TP.HCM",2800000.0,28.0,Đất,5m,20m,Bắc,,,,,,,land,100000.0,10.859211632759617,106.7661304565862,11.446932759623827,,,,,
SC7Z05,"Thửa 925 - Tờ 8 hẻm 854 Thống Nhất, P.15, Q.Gò Vấp, TP.HCM",5200000.0,101.76,Đất,4m,12.8m,Đông Bắc,,,,,,,land,51100.628930817606,10.822563799405254,106.66250791327984,6.19206610379498,,,,,
QDG35U,"số 26, P.Cát Lái, TP.Thủ Đức, TP.HCM",13500000.0,99.11,Đất,4.5m,30.35m,,,,,,,,land,136212.28937544144,10.844601479363554,106.74186357650963,8.564210200303142,,,,,
QDRXSU,"Tỉnh Lộ 7, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",6300000.0,5.59,Đất,14.8m,75.8m,Đông Nam,,,,,,,land,1127012.5223613596,11.001747640341858,106.49383022969835,33.25781489446138,,,,,
21U01Z,"Tân Thới Nhất 8, P.Tân Thới Nhất, Q.12, TP.HCM",17800000.0,149.32,Đất,7.55m,15.71m,Tây Bắc,,,,,,,land,119207.07206000536,10.783716703584087,106.7031161041559,0.6237296402027152,,,,,
0N6DB9,"Thửa 641 - Tờ 1 Đoàn Minh Triết, Xã Thái Mỹ, H.Củ Chi, TP.HCM",7500000.0,4.61,Đất,22.94m,69.45m,Đông,,,,,,,land,1626898.0477223427,11.008865235258602,106.50508976617412,33.03991775095825,,,,,
AEW3UY,"A12 đường số 11, P.Linh Xuân, TP.Thủ Đức, TP.HCM",4200000.0,71.01,Đất,4.23m,13.98m,Tây Nam,,,,,,,land,59146.59907055344,10.848828506005123,106.76537432853007,10.534022135786618,,,,,
7BB2HA,"Thửa 17 - Tờ 39 Nguyễn Thị Nếp, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2100000.0,9.35,Đất,6.3m,35.85m,Tây Bắc,,,,,,,land,224598.93048128343,10.991775207081286,106.48733831156844,32.94690208288487,,,,,
AEHVSY,"Thửa 401 - Tờ 34 Võ Văn Vân, Xã Vĩnh Lộc B, H.Bình Chánh, TP.HCM",8350000.0,31.4,Đất,7.2m,35.43m,Đông Nam,,,,,,,land,265923.5668789809,10.693342614241725,106.59592752395938,14.78534910512693,,,,,
0T0D29,"Nguyễn Văn Tạo, Xã Hiệp Phước, H.Nhà Bè, TP.HCM",1700000.0,21.25,Đất,5m,16m,Đông Nam,,,,,,,land,80000.0,10.702769010238331,106.73225322004433,9.26176555215671,,,,,
UD3PGS,"Thửa 557 - Tờ 13 Trần Thị Hồ, Xã Hòa Phú, H.Củ Chi, TP.HCM",1450000.0,18.12,Đất,6.4m,12.54m,Tây Bắc,,,,,,,land,80022.07505518764,11.001021212923177,106.51282171108151,31.832325237720287,,,,,
WG4QGR,"Thửa 556 - Tờ 13 Trần Thị Hồ, Xã Hòa Phú, H.Củ Chi, TP.HCM",1450000.0,18.12,Đất,6.36m,12.62m,Tây Bắc,,,,,,,land,80022.07505518764,11.010208993233016,106.48934961641777,34.280039098716706,,,,,
65VCR8,"Thửa 692 - Tờ 91 ấp Mỹ Thạnh B, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1350000.0,2.17,Đất,15m,41.55m,Đông Bắc,,,,,,,land,622119.8156682028,11.020614488692312,106.51502825690304,33.380827133156316,,,,,
3A6EBQ,"Thửa 691 - Tờ 91 ấp Mỹ Thạnh B, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1350000.0,2.05,Đất,16m,41.55m,Đông Bắc,,,,,,,land,658536.5853658537,11.018755301891215,106.5098729669193,33.561280542089214,,,,,
QY84YU,"Thửa 690 - Tờ 91 ấp Mỹ Thạnh B, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1350000.0,2.1,Đất,16m,40.79m,Đông Bắc,,,,,,,land,642857.1428571428,11.015481328030013,106.49867502772844,34.05114289394037,,,,,
0TRP79,"Thửa 689 - Tờ 91 ấp Mỹ Thạnh B, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1500000.0,1.85,Đất,25.9m,39.92m,Đông Bắc,,,,,,,land,810810.8108108108,10.992388071244491,106.49029364542665,32.76934214164428,,,,,
ABUENY,"Thửa 728 - tờ 32 đường số 63, ấp Chợ, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",12000000.0,5.07,Đất,48.44m,41.1m,Đông,,,,,,,land,2366863.9053254435,10.775770387956747,106.62142491545946,8.498949936455574,,,,,
JZ4ZD0,"Thửa 619 - tờ 50 Cây Trôm Mỹ Khánh, Xã Thái Mỹ, H.Củ Chi, TP.HCM",2500000.0,12.08,Đất,6m,43.21m,Tây Nam,,,,,,,land,206953.64238410597,11.005204234430593,106.50590755031747,32.672609352809495,,,,,
65TZQ8,"Thửa 815+816+817+818+819 - Tờ 43 Bộ Đội An Điền, Xã Vĩnh Lộc A, H.Bình Chánh, TP.HCM",25500000.0,2.15,Đất,30.14m,41.09m,Tây,,,,,,,land,11860465.11627907,10.686095102413143,106.58563074609472,16.16339934844639,,,,,
87NBD3,"Thửa 653 - Tờ 63 đường Xuân Thới Thượng 4, Xã Xuân Thới Thượng, H.Hóc Môn, TP.HCM",11000000.0,8.06,Đất,21.88m,66.84m,Đông Bắc,,,,,,,land,1364764.2679900744,10.89396022850414,106.60652023573161,16.18092960069327,,,,,
1SZ8E6,"Thửa 620 - tờ 35 đường số 8, P.Tăng Nhơn Phú B, TP.Thủ Đức, TP.HCM",6600000.0,122.9,Đất,4.65m,12.5m,Tây Nam,,,,,,,land,53702.196908055324,10.838495668561979,106.75935213923182,9.257065987635118,,,,,
AB8AZY,"Thửa 619 - tờ 35 đường số 8, P.Tăng Nhơn Phú B, TP.Thủ Đức, TP.HCM",6900000.0,117.34,Đất,4.66m,13.64m,Tây Nam,,,,,,,land,58803.477075166185,10.847113947504642,106.74079134736716,8.73630471552737,,,,,
CRSA4B,"Thửa 594 - Tờ 174 Xuân Thới Thượng 26, Xã Xuân Thới Thượng, H.Hóc Môn, TP.HCM",4099999.999999999,39.46,Đất,5m,21.01m,Bắc,,,,,,,land,103902.68626457169,10.870562469134022,106.58567155367795,15.952398893267567,,,,,
SHZB05,"Thửa 734 - Tờ 49 hẻm đường Thới Hòa, Xã Vĩnh Lộc A, H.Bình Chánh, TP.HCM",3900000.0,39.67,Đất,5m,19.86m,Tây,,,,,,,land,98311.06629694984,10.675573254940856,106.60605869626748,15.371918984976913,,,,,
SHZBR5,"Thửa 752 - Tờ 49 hẻm đường Thới Hòa, Xã Vĩnh Lộc A, H.Bình Chánh, TP.HCM",3300000.0,37.93,Đất,8m,10.88m,Bắc,,,,,,,land,87002.37279198524,10.68076842670028,106.58351852299812,16.72132107932248,,,,,
ABG04Y,"Thửa 554 - Tờ 13 Trần Thị Hồ, Xã Hòa Phú, H.Củ Chi, TP.HCM",1450000.0,18.12,Đất,6.44m,12.46m,Tây Bắc,,,,,,,land,80022.07505518764,11.00505872873214,106.49438413156037,33.488538203835226,,,,,
491N9F,"Thửa 553 - Tờ 13 Trần Thị Hồ, Xã Hòa Phú, H.Củ Chi, TP.HCM",1450000.0,18.12,Đất,6.48m,12.38m,Tây Bắc,,,,,,,land,80022.07505518764,11.007337546564887,106.49675157193508,33.505073908038426,,,,,
6543P8,"Thửa 938 - tờ 41 hẻm 17 đường 458, Xã Trung An, H.Củ Chi, TP.HCM",2600000.0,18.11,Đất,5m,28.76m,Tây,,,,,,,land,143567.0900055218,11.00914018362577,106.50432700303679,33.11677976149608,,,,,
49MGJF,"Một phần nhà 85/27/7B Hồ Văn Long, P.Tân Tạo, Q.Bình Tân, TP.HCM",3300000.0,52.71,Đất,9.75m,16.86m,Đông Nam,,,,,,,land,62606.715993170175,10.767721668087654,106.59397505139462,11.566870795916673,,,,,
SHFA95,"Thửa 585 - tờ 54 đường số 8, P.Long Phước, TP.Thủ Đức, TP.HCM",26500000.0,25.13,Đất,15.99m,66.056m,Tây,,,,,,,land,1054516.514126542,10.844302390908828,106.73950091302547,8.397534264022656,,,,,
SHBTH5,"Thửa 572 - tờ 30 đường Nguyễn Văn Khối, P.11, Q.Gò Vấp, TP.HCM",9600000.0,120.0,Đất,4m,23.32m,Bắc,,,,,,,land,80000.0,10.819851175812284,106.68222919221898,4.797534968481273,,,,,
877BV3,"Thửa 189+613 - tờ 44 đường Võ Văn Điều, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",18900000.0,1.26,Đất,18.49m,82.23m,Đông Nam,,,,,,,land,15000000.0,11.008357131504544,106.5053439842336,32.97899271042169,,,,,
ABB0GY,"Thửa 1197 - tờ 4 đường Võ Văn Điều, Xã Phước Thạnh, H.Củ Chi, TP.HCM",12300000.0,13.43,Đất,18.03m,51.37m,Đông,,,,,,,land,915860.0148920328,10.991848896089667,106.49870600242448,32.092019115979674,,,,,
UY31BS,"Thửa 657 - tờ 12 Nguyễn Kim Cương, ấp 6, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2000000.0,21.66,Đất,5.04m,19.03m,Tây Nam,,,,,,,land,92336.10341643583,11.01908227264791,106.49219211503244,34.81310915272299,,,,,
2MPK3Z,"Thửa 514 - tờ 58 Bình Mỹ, ấp 8, Xã Bình Mỹ, H.Củ Chi, TP.HCM",4200000.0,31.48,Đất,4.51m,29.99m,Tây Nam,,,,,,,land,133418.04320203303,10.992005433636795,106.49854198992219,32.11690883028397,,,,,
DEAXUH,"Thửa 578 - tờ 69 đường 155, ấp 25, Xã Bình Mỹ, H.Củ Chi, TP.HCM",6800000.0,12.36,Đất,11m,50.5m,Nam,,,,,,,land,550161.8122977347,11.002640391157987,106.49786912346457,33.03517593444995,,,,,
AC523Y,"Thửa 690 - tờ 55 Đông Thạnh, ấp 4, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3550000.0,28.95,Đất,5m,24m,Tây,,,,,,,land,122625.2158894646,10.880983512630069,106.59049711178417,16.314062035746204,,,,,
SD1XT5,"Thửa 46 - tờ 45 đường Kênh Cây Xanh, Xã Bình Mỹ, H.Củ Chi, TP.HCM",2350000.0,18.09,Đất,5m,26.04m,Nam,,,,,,,land,129906.02542841349,11.014473246248295,106.48957978862606,34.61542987623557,,,,,
85TBA3,"Thửa 890 - tờ 24 hẻm 430 Lê Thị Riêng, P.Thới An, Q.12, TP.HCM",4550000.0,82.42,Đất,4m,13.81m,Đông Nam,,,,,,,land,55205.047318611985,10.766883876502954,106.69999165899763,1.4309198239468661,,,,,
PNEY6G,"Thửa 560 - tờ 21 đường Kinh số 4, Xã Bình Lợi, H.Bình Chánh, TP.HCM",2600000.0,2.6,Đất,8.94m,111.89m,Tây Nam,,,,,,,land,1000000.0,10.697600960352089,106.58500413648589,15.433594409953601,,,,,
ACX1RY,"Thửa 90 - tờ 80 ( tờ cũ 30) Cây Trôm Mỹ Khánh, Xã Thái Mỹ, H.Củ Chi, TP.HCM",4200000.0,5.51,Đất,18.03m,48.35m,Đông Nam,,,,,,,land,762250.4537205081,11.004650479130905,106.51250606740821,32.16376336120368,,,,,
WPQFFR,"Thửa 805 - tờ 40 Tân Thới Nhì 21, Xã Tân Thới Nhì, H.Hóc Môn, TP.HCM",3350000.0,33.39,Đất,5m,16.58m,Đông Bắc,,,,,,,land,100329.43995208146,10.875426677887273,106.60567786644334,14.701078106129458,,,,,
DENQGH,"Thửa 12 - tờ 17 Thới Tam Thôn 9, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",5500000.0,24.76,Đất,7.92m,28.06m,Đông,,,,,,,land,222132.47172859448,10.871582324845226,106.60066485353384,14.79183957844336,,,,,
401Y3F,"256/18 ( Thửa 586 - tờ 18) Quốc Lộ 1K, P.Linh Xuân, TP.Thủ Đức, TP.HCM",3750000.0,71.15,Đất,4m,13.17m,Tây Nam,,,,,,,land,52705.55165144061,10.851047039854418,106.7469504025247,9.465609528929242,,,,,
7KWHMA,"Thửa 511 - tờ 21 đường số 8, P.Linh Xuân, TP.Thủ Đức, TP.HCM",4800000.0,48.92,Đất,5m,19.73m,Đông Bắc,,,,,,,land,98119.378577269,10.863679426294551,106.7526022804012,10.974403998196259,,,,,
RGPYDJ,"Thửa 611 - tờ 47 Phạm Thị Than, ấp Xóm Trại, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",3000000.0,3.0,Đất,27.01m,37.24m,Tây Bắc,,,,,,,land,1000000.0,11.012903495578513,106.4938215383087,34.17928729531755,,,,,
9TGCMP,"Thửa 245 - tờ 1 Nguyễn Văn Khạ, Xã Tân An Hội, H.Củ Chi, TP.HCM",3500000.0,5.54,Đất,14.66m,44.89m,Đông Nam,,,,,,,land,631768.953068592,10.995971136394221,106.48743060765393,33.27170229537154,,,,,
37U2RQ,"Thửa 736 - tờ 46 đường Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2350000.0,16.43,Đất,5m,28.92m,Tây Bắc,,,,,,,land,143031.0407790627,10.994880692304555,106.49935982219075,32.289513092721904,,,,,
J29M70,"Thửa 730 - tờ 16 Lê Thị Bay, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2400000.0,10.63,Đất,7.86m,29.97m,Đông Bắc,,,,,,,land,225776.10536218248,11.010867879825485,106.50031367428971,33.54583596446346,,,,,
SYS1P5,"Thửa 668 - tờ 11 hẻm 432, ấp 1, Xã Bình Mỹ, H.Củ Chi, TP.HCM",2350000.0,21.38,Đất,5m,22m,Đông Bắc,,,,,,,land,109915.80916744622,10.994830940020046,106.51681404785644,31.027086985135035,,,,,
Q7QXWU,"Thửa 1183 - tờ 5 Nguyễn Thị Lắng, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",3900000.0,11.92,Đất,7.64m,36.17m,Tây Bắc,,,,,,,land,327181.20805369125,10.778201126992716,106.62079415231439,8.558085568377988,,,,,
JGJCG0,"Thửa 852 - tờ 11 Mai Thị Buội, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",2700000.0,16.8,Đất,5.03m,32.32m,Tây Bắc,,,,,,,land,160714.2857142857,11.01958749905464,106.51620690561184,33.212559423537094,,,,,
AKAVSY,"Thửa 730 - tờ 4 Hồ Văn Tắng, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1850000.0,3.63,Đất,27.88m,27.38m,Tây Bắc,,,,,,,land,509641.87327823695,10.804255136481393,106.61182864897945,9.913106738020698,,,,,
DBD6SH,"Thửa 640 - tờ 35 Võ Thị Hồng, Xã Trung An, H.Củ Chi, TP.HCM",7200000.0,12.36,Đất,10.46m,51.83m,Tây Bắc,,,,,,,land,582524.2718446602,11.01428074002602,106.49095298792385,34.50029863493551,,,,,
356BEQ,"445/59 Tân Hòa Đông, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",6900000.0,110.22,Đất,4.14m,14.91m,Tây Bắc,,,,,,,land,62602.068590092545,10.775191915134396,106.61081006523851,9.661648495824934,,,,,
YCGTUD,"Thửa 586 - tờ 18, đường Nguyễn Thị Thôn, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",1550000.0,14.11,Đất,5m,22.33m,Bắc,,,,,,,land,109851.16938341603,11.019583415384103,106.50795535934876,33.76275806316126,,,,,
8UXY83,"50 đường số 1, P.Tam Phú, TP.Thủ Đức, TP.HCM",5900000.0,83.8,Đất,4m,18.2m,Tây Bắc,,,,,,,land,70405.72792362768,10.860898380945105,106.74689804130915,10.387656378174945,,,,,
SAA105,"Đường Trương Thị Hoa, P.Tân Thới Hiệp, Q.12, TP.HCM",37000000.0,69.26,Đất,6.1m,62.79m,,,,,,,,land,534218.8853595149,10.76183419318703,106.71266842867337,2.4835972683137153,,,,,
1V0Z6T,"112/15 Thạnh Xuân 22, P.Thới An, Q.12, TP.HCM",4700000.0,70.25,Đất,5m,11.39m,,,,,,,,land,66903.91459074733,10.773389916608451,106.70048872528425,0.7251959546224315,,,,,
38PFQ3,"25/54/11 đường Hồ Văn Long, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",4200000.0,83.83,Đất,5.55m,9m,,,,,,,,land,50101.39568173685,10.770837118656464,106.58911882767163,12.06138813990205,,,,,
9UXMPM,"Thửa 420 - Tờ 59, Xã Phạm Văn Hai, H.Bình Chánh, TP.HCM",11500000.0,11.07,Đất,20m,51m,,,,,,,,land,1038843.721770551,10.70218342594059,106.60320164195834,13.547905272946082,,,,,
JXUZ20,"Thửa 793 - tờ 49 hẻm đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",3250000.0,21.82,Đất,9.5m,16m,,,,,,,,land,148945.92117323558,10.872363909011417,106.5882209416912,15.864613399246801,,,,,
P15F0G,"Thửa 602 - tờ 147 đường Xuân Thới Sơn 20, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",3550000.0,29.75,Đất,5m,23.72m,Đông,,,,,,,land,119327.73109243698,10.885463472997893,106.6044272480919,15.60934768205792,,,,,
QKRMXU,"Thửa 574 - tờ 147 hẻm đường Nguyễn Văn Bứa, Xã Bà Điểm, H.Hóc Môn, TP.HCM",6500000.0,12.63,Đất,14m,36.34m,Bắc,,,,,,,land,514647.6642913697,10.874626841080792,106.60738634410743,14.507880642556346,,,,,
AF0WRY,"Kênh Trung Ương-Bộ Đội An Điền, Xã Vĩnh Lộc A, H.Bình Chánh, TP.HCM",11000000.0,8.46,Đất,33.4m,43.3m,Đông,,,,,,,land,1300236.4066193851,10.700285236346112,106.59481537362802,14.39674972318274,,,,,
EGTWT4,"Thửa 546 - tờ 47 hẻm 617 Lê Trọng Tấn, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",4300000.0,47.09,Đất,3.79m,14.41m,Đông,,,,,,,land,91314.50414100658,10.757100749381994,106.59422285219196,11.734158852780784,,,,,
8DUSN3,"Thửa 708 - tờ 175 ấp 1, Cao Thị Chiếc, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",2500000.0,15.09,Đất,9.37m,17m,Tây Nam,,,,,,,land,165672.6308813784,11.021267245978393,106.50633807520929,34.018449035148315,,,,,
26HUYZ,"Thửa 670 - tờ 76 Hẻm 14 Bia Truyền Thống, P.Tân Tạo, Q.Bình Tân, TP.HCM",3350000.0,68.78,Đất,4.25m,12.27m,Tây Bắc,,,,,,,land,48706.01919162547,10.774139359647599,106.60522960228694,10.277616805254683,,,,,
G1DQ32,"Thửa 667 - Tờ 6 hẻm đường Nguyễn Thị Lắng, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1350000.0,11.27,Đất,6m,20m,Nam,,,,,,,land,119787.04525288376,10.804455916497082,106.62837785046908,8.194297094776953,,,,,
QHJWTU,"3 Hẻm 1942 Huỳnh Tấn Phát, TT.Nhà Bè, H.Nhà Bè, TP.HCM",5800000.0,57.53,Đất,,,Đông,,,,,,,land,100816.96506170693,10.684799379837752,106.73658063793404,11.281059934304075,,,,,
QHJWEU,"125B Đỗ Xuân Hợp, P.Phước Long B, TP.Thủ Đức, TP.HCM",4500000.0,77.45,Đất,,,Đông,,,,,,,land,58102.00129115558,10.859457707606547,106.7441156291958,10.098336148771455,,,,,
SCFBM5,"Thửa 96 - Tờ 29 hẻm đường Lê Thị Dệt, Xã Tân An Hội, H.Củ Chi, TP.HCM",2350000.0,15.05,Đất,7m,21m,,,,,,,,land,156146.17940199334,11.011927490010589,106.49450740143197,34.04864843637858,,,,,
0NVBJ9,"Thửa 67 - Tờ 33 hẻm đường Lê Thị Ngà, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",6500000.0,14.63,Đất,9.93m,44.47m,Đông Nam,,,,,,,land,444292.54955570743,11.011479312695545,106.5027219015248,33.42774658229096,,,,,
QDYSGU,"Thửa 551 - Tờ 26 đường Xuân Thới Sơn 15, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",7800000.0,26.0,Đất,12.25m,24.54m,Đông Bắc,,,,,,,land,300000.0,10.893138782972018,106.59618065156404,16.843023558981155,,,,,
