ma_bds,address,total_price,price_per_m2,loại hình,chiều ngang,chiều dài,hướng cửa chính,số phòng ngủ,số phòng tắm,số tầng,diện tích đất công nhận,diện tích sử dụng,đường trước nhà,property_type,area_calculated,latitude,longitude,center_distance_km,địa chỉ chi tiết,diện tích tim tường,nội thất,tên dự án / tòa nhà,tình trạng sử dụng
KFDV8C,"Thửa 512 - tờ 9 Phạm Thị Trích, Xã Bình Mỹ, H.Củ Chi, TP.HCM",5700000.0,19.1,Đất,12.41m,23.34m,Tây,,,,,,,land,298429.3193717277,11.0171720424868,106.51308652633283,33.20733440523998,,,,,
3760RQ,"Thửa 510 - tờ 9 Phạm Thị Trích, Xã Bình Mỹ, H.Củ Chi, TP.HCM",5700000.0,19.7,Đất,9.9m,29.39m,Nam,,,,,,,land,289340.10152284265,11.012277330057776,106.5092387713394,33.04349216051506,,,,,
WPE89R,"Thửa 945 - tờ 144 Nguyễn Thị Xạnh, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",2100000.0,14.64,Đất,5m,28.93m,Bắc,,,,,,,land,143442.62295081967,11.00300635356597,106.49091135248923,33.57612291067916,,,,,
37V44Q,"Thửa 1857 - tờ 46 Tân Chánh Hiệp 18, P.Tân Chánh Hiệp, Q.12, TP.HCM",5600000.0,57.97,Đất,4m,24.19m,Đông Nam,,,,,,,land,96601.69052958427,10.77060384903714,106.70746231039051,1.3719618097194421,,,,,
1UZGU6,"Thửa 678 - tờ 30 Bình Mỹ, Xã Bình Mỹ, H.Củ Chi, TP.HCM",4500000.0,4.16,Đất,15.53m,52.89m,Tây Bắc,,,,,,,land,1081730.7692307692,10.994376459248306,106.50158184783949,32.084503287979196,,,,,
DEQ2SH,"đường Tô Ký, Xã Tân Xuân, H.Hóc Môn, TP.HCM",3900000.0,48.75,Đất,4m,20m,Đông Nam,,,,,,,land,80000.0,10.893815683947823,106.60021039694254,16.60884060455662,,,,,
AC6SPY,"Thửa 671 - tờ 36 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",2400000.0,4.78,Đất,10m,50.23m,Tây Nam,,,,,,,land,502092.050209205,11.004077914353742,106.51588278657132,31.88168888905128,,,,,
DE370H,"Thửa 666 - tờ 20 đường số 72, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",4600000.0,16.75,Đất,7.51m,37m,Tây Nam,,,,,,,land,274626.8656716418,10.794640082530469,106.62982668106089,7.744539230183508,,,,,
SDM885,"Thửa 1413 - tờ 12 Nguyễn Thị Lắng, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1600000.0,11.65,Đất,8.02m,17.32m,Tây Nam,,,,,,,land,137339.0557939914,10.800654846326392,106.61893509203928,9.058379008663106,,,,,
UYX60S,"Thửa 546 - tờ 33 Đỗ Đăng Tuyển, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",2150000.0,6.37,Đất,6m,56.17m,Đông Bắc,,,,,,,land,337519.62323390896,11.001519015523284,106.49017935032764,33.50983866395421,,,,,
QAZK6U,"Thửa 529 - tờ 50 Cây Trôm Mỹ Khánh, Xã Thái Mỹ, H.Củ Chi, TP.HCM",11000000.0,15.54,Đất,19m,36.77m,Bắc,,,,,,,land,707850.7078507079,11.015790025824877,106.48943031973802,34.735541676488225,,,,,
40QAMF,"Thửa 838 - tờ 50 Nguyễn Thị Nê, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",4850000.0,6.67,Đất,15m,48.86m,Tây Nam,,,,,,,land,727136.4317841079,10.998882728323508,106.50977381458839,31.86622825948815,,,,,
6SJJQ8,"Thửa 70 - tờ 23 Lưu Khai Hồng, TT.Củ Chi, H.Củ Chi, TP.HCM",6900000.0,23.92,Đất,10m,27.56m,Tây Nam,,,,,,,land,288461.53846153844,11.019549789222719,106.50862083523272,33.71486946373472,,,,,
UYGP8S,"Thửa 688 - tờ 172 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",1850000.0,14.93,Đất,5m,25m,Tây Nam,,,,,,,land,123911.58740790356,10.992393525932435,106.50775801703102,31.46994483536501,,,,,
3790MQ,"Thửa 687 - tờ 172 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",1850000.0,15.01,Đất,5m,24.84m,Tây Nam,,,,,,,land,123251.16588940706,10.99738630115889,106.49387918572816,32.89974027891469,,,,,
SDPUH5,"195/11H Điện Biên Phủ, P.14, Q.Bình Thạnh, TP.HCM",11900000.0,134.16,Đất,3.8m,24.6m,Nam,,,,,,,land,88700.05963029219,10.814355204303153,106.71790809741965,4.345757867771842,,,,,
J2SV20,"Thửa 701 - tờ 76 Nguyễn Xiển, P.Long Thạnh Mỹ, TP.Thủ Đức, TP.HCM",3500000.0,53.43,Đất,5.7m,11.66m,Đông,,,,,,,land,65506.26988583193,10.845283165589601,106.75846559322056,9.733334047570397,,,,,
0ZS319,"đường Thạnh Lộc 37, P.Thạnh Lộc, Q.12, TP.HCM",16500000.0,44.47,Đất,10.04m,37.32m,Đông Nam,,,,,,,land,371036.6539239937,10.765438518037417,106.69015543172677,1.8600937758306837,,,,,
85FJG3,"5881 NGUYỄN VĂN KHỐI, P.11, Q.Gò Vấp, TP.HCM",7300000.0,90.12,Đất,4m,20m,Đông Nam,,,,,,,land,81003.10696848646,10.833415149034533,106.66757144804876,6.857471582880795,,,,,
DEPC5H,"Thửa 751 - tờ 14 Tỉnh Lộ 8, Xã Tân Thạnh Tây, H.Củ Chi, TP.HCM",1700000.0,11.47,Đất,5m,29.81m,Đông,,,,,,,land,148212.72885789015,11.006461045014868,106.49023347445795,33.907891429438855,,,,,
EJTT14,"Thửa 555 - tờ 17 Tỉnh Lộ 8, Xã Hòa Phú, H.Củ Chi, TP.HCM",3500000.0,16.85,Đất,8m,26.05m,Đông,,,,,,,land,207715.13353115725,10.999506601637828,106.50196477752925,32.47866219334,,,,,
YB0CTD,"Thửa 1397 - tờ 193 đường Ba Sa, Xã Tân An Hội, H.Củ Chi, TP.HCM",1350000.0,7.23,Đất,21.53m,19.02m,Đông Bắc,,,,,,,land,186721.9917012448,11.0185594170917,106.49112712505638,34.84500033535985,,,,,
9T6F2P,"Thửa 815 - tờ 23 Tỉnh Lộ 2, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",4900000.0,22.24,Đất,5.24m,42.48m,Tây Nam,,,,,,,land,220323.74100719427,11.004656837742065,106.50322899991991,32.81669691030326,,,,,
40TDAF,"Thửa 575 - tờ 15 Hồ Văng Tắng, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",8500000.0,7.56,Đất,6.24m,65.53m,Đông Bắc,,,,,,,land,1124338.6243386243,10.78445700894305,106.62756649962932,7.832599255977254,,,,,
5HFD87,"456-90 Khu Biệt Thự Thạnh Xuân, P.Thạnh Xuân, Q.12, TP.HCM",32000000.0,59.04,Đất,27m,20m,Đông Bắc,,,,,,,land,542005.4200542006,10.768805536131627,106.68777839707336,1.728799404812165,,,,,
2MQX5Z,"Thửa 634 - tờ 155 Nguyễn Thị Rành, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",2500000.0,11.63,Đất,19.41m,16.76m,Đông Nam,,,,,,,land,214961.30696474633,11.02019493347291,106.50545808464756,33.98523722193933,,,,,
KF97VC,"Thửa 671 - tờ 23 đường Song Hành, TT.Hóc Môn, H.Hóc Môn, TP.HCM",3500000.0,26.94,Đất,5.46m,23.57m,Đông Bắc,,,,,,,land,129918.3370452858,10.878667706120414,106.59910879127325,15.460130192675907,,,,,
9T1YWP,"Thửa 641 - tờ 50 Trần Thị Liêng, Xã Nhuận Đức, H.Củ Chi, TP.HCM",6150000.0,8.16,Đất,15.14m,50.1m,Tây,,,,,,,land,753676.4705882353,11.016477470340206,106.48758374164224,34.92599439413371,,,,,
DEJGJH,"Thửa 564 - tờ 57, đường Bình Mỹ, Xã Bình Mỹ, H.Củ Chi, TP.HCM",2400000.0,12.0,Đất,6.01m,33.35m,Đông,,,,,,,land,200000.0,11.011404670132064,106.50825675150557,33.03611379039318,,,,,
UYBFJS,"Thửa 846 - tờ 23 Huỳnh Minh Mương, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2500000.0,20.69,Đất,9.81m,12.65m,Bắc,,,,,,,land,120831.31947800869,10.994866202665033,106.50774977129416,31.675401253198338,,,,,
ACWW4Y,"Thửa 639 - tờ 15 Tỉnh Lộ 15, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",3300000.0,14.94,Đất,5.57m,42.42m,Đông Bắc,,,,,,,land,220883.5341365462,11.003370601261848,106.49010746784562,33.66531991050591,,,,,
5HEWC7,"Thửa 727 - tờ 28 đường số 64, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",2200000.0,12.65,Đất,8m,24.84m,Đông Bắc,,,,,,,land,173913.04347826086,10.78479863666582,106.62540262189752,8.071259414799396,,,,,
